TRD_DD,ISU_SRT_CD,ADJ_FACTOR
153490,우리이앤엘,
153710,옵티팜,
153710,옵티팜,-132
153710,옵티팜,65
153710,옵티팜,-132
154030,아시아종묘,
154030,아시아종묘,31.21428571428571428571428571
154030,아시아종묘,-12.81081081081081081081081081
154030,아시아종묘,31.21428571428571428571428571
154040,다산솔루에타,
154040,다산솔루에타,40.71875
154040,다산솔루에타,85.86666666666666666666666667
154040,다산솔루에타,40.71875
155650,와이엠씨,
155650,와이엠씨,-122.8333333333333333333333333
155650,와이엠씨,-22.67647058823529411764705882
155650,와이엠씨,-122.8333333333333333333333333
155660,DSR,
155660,DSR,-124.3333333333333333333333333
155660,DSR,-75.6
155660,DSR,-124.3333333333333333333333333
156100,엘앤케이바이오,
156100,엘앤케이바이오,-146.4
156100,엘앤케이바이오,
156100,엘앤케이바이오,-146.4
158430,아톤,
158430,아톤,-397.5
158430,아톤,-45.16666666666666666666666667
158430,아톤,-397.5
159010,아스플로,
159010,아스플로,30.82608695652173913043478261
159010,아스플로,-48.26666666666666666666666667
159010,아스플로,30.82608695652173913043478261
159580,제로투세븐,
159580,제로투세븐,-101.3333333333333333333333333
159580,제로투세븐,-31.4
159580,제로투세븐,-101.3333333333333333333333333
159910,에코글로우,
159910,에코글로우,
159910,에코글로우,-206
159910,에코글로우,
160190,하이젠알앤엠,
160190,하이젠알앤엠,150.75
160190,하이젠알앤엠,-25.12
160190,하이젠알앤엠,150.75
160550,NEW,
160550,NEW,-125
160550,NEW,61.5
160550,NEW,-125
160980,싸이맥스,
160980,싸이맥스,114.0909090909090909090909091
160980,싸이맥스,-58.04545454545454545454545455
160980,싸이맥스,114.0909090909090909090909091
161000,애경케미칼,
161000,애경케미칼,-103
161000,애경케미칼,-54.95238095238095238095238095
161000,애경케미칼,-103
161390,한국타이어앤테크놀로지,
161390,한국타이어앤테크놀로지,-6.902654867256637168141592920
161390,한국타이어앤테크놀로지,-53
161390,한국타이어앤테크놀로지,-6.902654867256637168141592920
161580,필옵틱스,
161580,필옵틱스,-16.02564102564102564102564103
161580,필옵틱스,-49.07692307692307692307692308
161580,필옵틱스,-16.02564102564102564102564103
161890,한국콜마,
161890,한국콜마,79.5
161890,한국콜마,-398.5
161890,한국콜마,79.5
162120,루켄테크놀러지스,
162120,루켄테크놀러지스,-135
162120,루켄테크놀러지스,53
162120,루켄테크놀러지스,-135
162300,신스틸,
162300,신스틸,
162300,신스틸,-29.46666666666666666666666667
162300,신스틸,
163280,에어레인,
163280,에어레인,-33.06122448979591836734693878
163280,에어레인,-32.76470588235294117647058824
163280,에어레인,-33.06122448979591836734693878
163560,동일고무벨트,
163560,동일고무벨트,-735
163560,동일고무벨트,-246
163560,동일고무벨트,-735
163730,핑거,
163730,핑거,-71.22222222222222222222222222
163730,핑거,-56.73913043478260869565217391
163730,핑거,-71.22222222222222222222222222
166090,하나머티리얼즈,
166090,하나머티리얼즈,-99.8
166090,하나머티리얼즈,-22.69565217391304347826086957
166090,하나머티리얼즈,-99.8
166480,코아스템켐온,
166480,코아스템켐온,22.16
166480,코아스템켐온,-24.08333333333333333333333333
166480,코아스템켐온,22.16
168330,내츄럴엔도텍,
168330,내츄럴엔도텍,36.88235294117647058823529412
168330,내츄럴엔도텍,-22.62068965517241379310344828
168330,내츄럴엔도텍,36.88235294117647058823529412
168360,펨트론,
168360,펨트론,-26.35
168360,펨트론,-32
168360,펨트론,-26.35
169330,엠브레인,
169330,엠브레인,142
169330,엠브레인,212
169330,엠브레인,142
169670,코스텍시스템,
169670,코스텍시스템,66.9
169670,코스텍시스템,-670
169670,코스텍시스템,66.9
170030,현대공업,
170030,현대공업,-106.1666666666666666666666667
170030,현대공업,
170030,현대공업,-106.1666666666666666666666667
170790,파이오링크,
170790,파이오링크,79.2
170790,파이오링크,395
170790,파이오링크,79.2
170900,동아에스티,
170900,동아에스티,153.3333333333333333333333333
170900,동아에스티,-921
170900,동아에스티,153.3333333333333333333333333
170920,엘티씨,
170920,엘티씨,-61.27777777777777777777777778
170920,엘티씨,-17.71212121212121212121212121
170920,엘티씨,-61.27777777777777777777777778
171010,램테크놀러지,
171010,램테크놀러지,
171010,램테크놀러지,-32.33333333333333333333333333
171010,램테크놀러지,
171090,선익시스템,
171090,선익시스템,88.25
171090,선익시스템,-28.15384615384615384615384615
171090,선익시스템,88.25
171120,라이온켐텍,
171120,라이온켐텍,-76
171120,라이온켐텍,-457
171120,라이온켐텍,-76
172670,에이엘티,
172670,에이엘티,-63.46153846153846153846153846
172670,에이엘티,50.5625
172670,에이엘티,-63.46153846153846153846153846
173130,오파스넷,
173130,오파스넷,110.3333333333333333333333333
173130,오파스넷,40.375
173130,오파스넷,110.3333333333333333333333333
173940,에프엔씨엔터,
173940,에프엔씨엔터,82.77777777777777777777777778
173940,에프엔씨엔터,-249.3333333333333333333333333
173940,에프엔씨엔터,82.77777777777777777777777778
174880,장원테크,
174880,장원테크,
174880,장원테크,
174880,장원테크,
174900,앱클론,
174900,앱클론,147.2857142857142857142857143
174900,앱클론,-26.14634146341463414634146341
174900,앱클론,147.2857142857142857142857143
175140,휴먼테크놀로지,
175140,휴먼테크놀로지,-52
175140,휴먼테크놀로지,-261
175140,휴먼테크놀로지,-52
175250,아이큐어,
175250,아이큐어,
175250,아이큐어,
175250,아이큐어,
175330,JB금융지주,
175330,JB금융지주,-73
175330,JB금융지주,-74
175330,JB금융지주,-73
176590,코나솔,
176590,코나솔,
176590,코나솔,-11.64583333333333333333333333
176590,코나솔,
176750,듀켐바이오,
176750,듀켐바이오,-55.83333333333333333333333333
176750,듀켐바이오,-18.94642857142857142857142857
176750,듀켐바이오,-55.83333333333333333333333333
177350,베셀,
177350,베셀,
177350,베셀,
177350,베셀,
177830,파버나인,
177830,파버나인,-74.5
177830,파버나인,73.5
177830,파버나인,-74.5
177900,쓰리에이로직스,
177900,쓰리에이로직스,-99.42857142857142857142857143
177900,쓰리에이로직스,-88
177900,쓰리에이로직스,-99.42857142857142857142857143
178320,서진시스템,
178320,서진시스템,-127.4666666666666666666666667
178320,서진시스템,-12.05202312138728323699421965
178320,서진시스템,-127.4666666666666666666666667
178600,대동고려삼,
178600,대동고려삼,-92
178600,대동고려삼,
178600,대동고려삼,-92
178780,일월지엠엘,
178780,일월지엠엘,34.76470588235294117647058824
178780,일월지엠엘,-23.73076923076923076923076923
178780,일월지엠엘,34.76470588235294117647058824
178920,PI첨단소재,
178920,PI첨단소재,-74.34782608695652173913043478
178920,PI첨단소재,-69.4
178920,PI첨단소재,-74.34782608695652173913043478
179290,엠아이텍,
179290,엠아이텍,-46.125
179290,엠아이텍,-62.5
179290,엠아이텍,-46.125
179530,애드바이오텍,
179530,애드바이오텍,
179530,애드바이오텍,-9.896103896103896103896103896
179530,애드바이오텍,
179720,머니무브,
179720,머니무브,
179720,머니무브,
179720,머니무브,
179900,유티아이,
179900,유티아이,-143
179900,유티아이,-54.625
179900,유티아이,-143
180060,탑선,
180060,탑선,100
180060,탑선,-101
180060,탑선,100
180400,DXVX,
180400,DXVX,-172.6666666666666666666666667
180400,DXVX,7.931034482758620689655172414
180400,DXVX,-172.6666666666666666666666667
180640,한진칼,
180640,한진칼,-193.3333333333333333333333333
180640,한진칼,-36.15151515151515151515151515
180640,한진칼,-193.3333333333333333333333333
18064K,한진칼우,
18064K,한진칼우,-69.27272727272727272727272727
18064K,한진칼우,-37.28571428571428571428571429
18064K,한진칼우,-69.27272727272727272727272727
181710,NHN,
181710,NHN,-272
181710,NHN,-78.71428571428571428571428571
181710,NHN,-272
182360,큐브엔터,
182360,큐브엔터,56.29032258064516129032258065
182360,큐브엔터,38.65909090909090909090909091
182360,큐브엔터,56.29032258064516129032258065
182400,엔케이맥스,
182400,엔케이맥스,
182400,엔케이맥스,
182400,엔케이맥스,
183190,아세아시멘트,
183190,아세아시멘트,-123.0909090909090909090909091
183190,아세아시멘트,-72.26315789473684210526315789
183190,아세아시멘트,-123.0909090909090909090909091
183300,코미코,
183300,코미코,-150.6
183300,코미코,-32.375
183300,코미코,-150.6
183490,엔지켐생명과학,
183490,엔지켐생명과학,-335
183490,엔지켐생명과학,-101.5
183490,엔지켐생명과학,-335
184230,SGA솔루션즈,
184230,SGA솔루션즈,637
184230,SGA솔루션즈,12.55319148936170212765957447
184230,SGA솔루션즈,637
185190,수프로,
185190,수프로,59.45
185190,수프로,12.35955056179775280898876404
185190,수프로,59.45
185490,아이진,
185490,아이진,-604
185490,아이진,-32.78947368421052631578947368
185490,아이진,-604
185750,종근당,
185750,종근당,274
185750,종근당,-103.75
185750,종근당,274
186230,그린플러스,
186230,그린플러스,-626
186230,그린플러스,-25.07692307692307692307692308
186230,그린플러스,-626
187220,디티앤씨,
187220,디티앤씨,-111.2
187220,디티앤씨,91.66666666666666666666666667
187220,디티앤씨,-111.2
187270,신화콘텍,
187270,신화콘텍,61.45454545454545454545454545
187270,신화콘텍,-21.48484848484848484848484848
187270,신화콘텍,61.45454545454545454545454545
187420,HLB제넥스,
187420,HLB제넥스,30.14285714285714285714285714
187420,HLB제넥스,
187420,HLB제넥스,30.14285714285714285714285714
187660,현대ADM,
187660,현대ADM,-32.76785714285714285714285714
187660,현대ADM,10.25766871165644171779141104
187660,현대ADM,-32.76785714285714285714285714
187790,나노,
187790,나노,39.98
187790,나노,12.59863945578231292517006803
187790,나노,39.98
187870,디바이스,
187870,디바이스,-231.2
187870,디바이스,-39.53333333333333333333333333
187870,디바이스,-231.2
188040,바이오포트,
188040,바이오포트,-1290
188040,바이오포트,-14.03030303030303030303030303
188040,바이오포트,-1290
188260,세니젠,
188260,세니젠,18.86206896551724137931034483
188260,세니젠,23.86363636363636363636363636
188260,세니젠,18.86206896551724137931034483
189300,인텔리안테크,
189300,인텔리안테크,42.90909090909090909090909091
189300,인텔리안테크,-15.75
189300,인텔리안테크,42.90909090909090909090909091
189330,씨이랩,
189330,씨이랩,35.21052631578947368421052632
189330,씨이랩,110.5
189330,씨이랩,35.21052631578947368421052632
189350,코셋,
189350,코셋,-6.387323943661971830985915493
189350,코셋,8.161616161616161616161616162
189350,코셋,-6.387323943661971830985915493
189690,포시에스,
189690,포시에스,-220
189690,포시에스,-441
189690,포시에스,-220
189860,서전기전,
189860,서전기전,-81.33333333333333333333333333
189860,서전기전,-57.30769230769230769230769231
189860,서전기전,-81.33333333333333333333333333
189980,흥국에프엔비,
189980,흥국에프엔비,-86.05
189980,흥국에프엔비,-157.4545454545454545454545455
189980,흥국에프엔비,-86.05
190510,나무가,
190510,나무가,36.66666666666666666666666667
190510,나무가,-69.75
190510,나무가,36.66666666666666666666666667
190650,코리아에셋투자증권,
190650,코리아에셋투자증권,-54
190650,코리아에셋투자증권,-176.5
190650,코리아에셋투자증권,-54
191410,육일씨엔에쓰,
191410,육일씨엔에쓰,-102.5625
191410,육일씨엔에쓰,-59.60714285714285714285714286
191410,육일씨엔에쓰,-102.5625
191420,테고사이언스,
191420,테고사이언스,65.80769230769230769230769231
191420,테고사이언스,
191420,테고사이언스,65.80769230769230769230769231
191600,블루탑,
191600,블루탑,
191600,블루탑,
191600,블루탑,
192080,더블유게임즈,
192080,더블유게임즈,104.8
192080,더블유게임즈,-48.63636363636363636363636364
192080,더블유게임즈,104.8
192250,케이사인,
192250,케이사인,108.2
192250,케이사인,-78.28571428571428571428571429
192250,케이사인,108.2
192390,윈하이텍,
192390,윈하이텍,-137.25
192390,윈하이텍,-184
192390,윈하이텍,-137.25
192400,쿠쿠홀딩스,
192400,쿠쿠홀딩스,593
192400,쿠쿠홀딩스,-30.65
192400,쿠쿠홀딩스,593
192410,오늘이엔엠,
192410,오늘이엔엠,57.96
192410,오늘이엔엠,-5.813953488372093023255813953
192410,오늘이엔엠,57.96
192440,슈피겐코리아,
192440,슈피겐코리아,-165.3333333333333333333333333
192440,슈피겐코리아,-34.06666666666666666666666667
192440,슈피겐코리아,-165.3333333333333333333333333
192650,드림텍,
192650,드림텍,-27.81818181818181818181818182
192650,드림텍,-48.07692307692307692307692308
192650,드림텍,-27.81818181818181818181818182
192820,코스맥스,
192820,코스맥스,-149.5384615384615384615384615
192820,코스맥스,44.20930232558139534883720930
192820,코스맥스,-149.5384615384615384615384615
193250,링크드,
193250,링크드,120.5
193250,링크드,-44.81818181818181818181818182
193250,링크드,120.5
194370,제이에스코퍼레이션,
194370,제이에스코퍼레이션,-255.25
194370,제이에스코퍼레이션,-52.05
194370,제이에스코퍼레이션,-255.25
194480,데브시스터즈,
194480,데브시스터즈,-36.5
194480,데브시스터즈,5.813333333333333333333333333
194480,데브시스터즈,-36.5
194700,노바렉스,
194700,노바렉스,-27.21126760563380281690140845
194700,노바렉스,-162
194700,노바렉스,-27.21126760563380281690140845
195500,마니커에프앤지,
195500,마니커에프앤지,288.5
195500,마니커에프앤지,-289.5
195500,마니커에프앤지,288.5
195870,해성디에스,
195870,해성디에스,-118
195870,해성디에스,-16.73333333333333333333333333
